Visitor #,Timestamp,Visitor Id,Repeat Visitor,NumbeOfVisit,Visitor Name(Premium),Referrer,Keywords,Entrance Page,Visit Duration(seconds)(Premium),Visit Depth(Premium),Conversions(Premium),Click Path(Premium),IP,Organization,Country,Region,City,Postal Code,Screen Size,Browser,OS,User Agent
87,Sep 2 2020 07:57:16 PM,X096jDwapvM7FclOUEAESQAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/body,3,1,,https://www.helldog-s.com/body (3 seconds),223.62.203.196,SK Telecom,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
86,Sep 2 2020 07:27:54 PM,X09zqUI0YjRH@rVWTTDzmwAAAAQ,no,1,,Direct Access,,https://www.helldog-s.com,58,2,,https://www.helldog-s.com (8 seconds) > https://www.helldog-s.com/dog (50 seconds),125.178.211.18,Lg Powercomm,South Korea,Gyeonggi-do,Seongnam-si,13332,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
85,Sep 2 2020 07:19:50 PM,X09xxrZk7qQlHxqL40gtsgAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/dog,51,1,,https://www.helldog-s.com/dog (51 seconds),106.102.129.237,LG Uplus,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 154.0.0.25.120 (iPhone11,8; iOS 13_5_1; ko-Kore_KR; ko; scale=2.00; 828x1792; 237443006)"
84,Sep 2 2020 07:19:16 PM,X09xo3UhL3EJ6WP3PWay0gAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/dog,95,8,,https://www.helldog-s.com/dog (5 seconds) > https://www.helldog-s.com/dog (3 seconds) > https://www.helldog-s.com/animalcompany (19 seconds) > https://www.helldog-s.com (5 seconds) > https://www.helldog-s.com/wedding (8 seconds) > https://www.helldog-s.com (18 seconds) > https://www.helldog-s.com (14 seconds) > https://www.helldog-s.com/grapher (25 seconds),58.29.36.135,Lg Powercomm,South Korea,North Chungcheong,Cheongju-si,28648,414x736,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone10,5; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=2.61; 1080x1920; 241452311)"
83,Sep 2 2020 07:13:43 PM,X09M1J5dKWgpC@0OgUvZggAAAAE,yes,2,,Direct Access,,https://www.helldog-s.com/map,2,1,,https://www.helldog-s.com/map (2 seconds),2001:2d8:e61a:1984::9c8:403,SK Telecom,South Korea,Seoul,Jongno-gu,3020,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N971N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36;KAKAOTALK 2108950"
82,Sep 2 2020 07:12:31 PM,X09wDrXagciQ3QidoyyqRQAAAAE,no,1,,https://www.google.com,,https://www.helldog-s.com,64,2,,https://www.helldog-s.com (13 seconds) > https://www.helldog-s.com/model (51 seconds),222.98.79.235,Korea Telecom,South Korea,Gyeonggi-do,Hwaseong-si,18524,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
81,Sep 2 2020 06:57:50 PM,X09snRr0ifZMlYeb1CrltQAAAAM,no,1,,https://l.instagram.com,,https://www.helldog-s.com,13,1,,https://www.helldog-s.com (13 seconds),119.196.35.11,Korea Telecom,South Korea,Seoul,Gwanak-gu,8841,1024x1366,Safari,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15"
80,Sep 2 2020 06:31:09 PM,X09mXXcBLcpRIaFlwgssVgAAAAE,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=패션룩북스튜디오&oquery=패션룩북촬영스튜디오&tqi=U09E7dp0JXossMBUu/Gssssssfh-520141,패션룩북스튜디오,https://www.helldog-s.com/lookbook?NaPm=ct=kel6jsy8|ci=0A00000MnyXtpjdPt121|tr=sa|hk=324a27b843948bff7284216b3c8e78d79f5657ed,56,7,,https://www.helldog-s.com/lookbook?NaPm=ct=kel6jsy8|ci=0A00000MnyXtpjdPt121|tr=sa|hk=324a27b843948bff7284216b3c8e78d79f5657ed (6 seconds) > https://www.helldog-s.com/artwork-dark?NaPm=ct=kel6jsy8|ci=0A00000MnyXtpjdPt121|tr=sa|hk=324a27b843948bff7284216b3c8e78d79f5657ed (2 seconds) > https://www.helldog-s.com/evil-omen?NaPm=ct=kel6jsy8|ci=0A00000MnyXtpjdPt121|tr=sa|hk=324a27b843948bff7284216b3c8e78d79f5657ed (5 seconds) > https://www.helldog-s.com/contact?NaPm=ct=kel6jsy8|ci=0A00000MnyXtpjdPt121|tr=sa|hk=324a27b843948bff7284216b3c8e78d79f5657ed (5 seconds) > https://www.helldog-s.com?NaPm=ct=kel6jsy8|ci=0A00000MnyXtpjdPt121|tr=sa|hk=324a27b843948bff7284216b3c8e78d79f5657ed (5 seconds) > https://www.helldog-s.com/panorama?NaPm=ct=kel6jsy8|ci=0A00000MnyXtpjdPt121|tr=sa|hk=324a27b843948bff7284216b3c8e78d79f5657ed (26 seconds) > https://www.helldog-s.com/product?NaPm=ct=kel6jsy8|ci=0A00000MnyXtpjdPt121|tr=sa|hk=324a27b843948bff7284216b3c8e78d79f5657ed (9 seconds),122.44.112.145,Lg Powercomm,South Korea,Seoul,Gangnam-gu,6333,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
79,Sep 2 2020 05:39:36 PM,X09aR3UWdFeHaBuxhYQ81wAAAAA,no,1,,https://search.naver.com/search.naver?sm=top_hty&fbm=1&ie=utf8&query=운동+영상+스튜디오,운동 영상 스튜디오,https://www.helldog-s.com/video-excercise,2,1,,https://www.helldog-s.com/video-excercise (2 seconds),1.227.58.121,SK Broadband,South Korea,Seoul,Gangnam-gu,6333,1680x1050,Chrome,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
78,Sep 2 2020 05:29:22 PM,X09X4jic7BOxpHTLuDKYuwAAAAI,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=운동영상+스튜디오&oquery=운동+스튜디오&tqi=U09U7dprvxZssPFHNFGssssst7d-126231,운동영상 스튜디오,https://www.helldog-s.com/video-excercise,2,1,,https://www.helldog-s.com/video-excercise (2 seconds),61.84.102.192,Korea Telecom,South Korea,Incheon,Incheon,21539,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
77,Sep 2 2020 05:06:40 PM,X09Sj6Z-63bExxrdD-T8@wAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,895,18,,https://www.helldog-s.com (13 seconds) > https://www.helldog-s.com/about-studio (481 seconds) > https://www.helldog-s.com/lookbook (25 seconds) > https://www.helldog-s.com/seminude (25 seconds) > https://www.helldog-s.com/artwork-creative-h-and-m (13 seconds) > https://www.helldog-s.com/evil-omen (13 seconds) > https://www.helldog-s.com/person (26 seconds) > https://www.helldog-s.com/body (51 seconds) > https://www.helldog-s.com/grapher (33 seconds) > https://www.helldog-s.com/4050 (9 seconds) > https://www.helldog-s.com/model-and-actor (26 seconds) > https://www.helldog-s.com/contact (73 seconds) > https://www.helldog-s.com/bj (19 seconds) > https://www.helldog-s.com/location (9 seconds) > https://www.helldog-s.com/group (51 seconds) > https://www.helldog-s.com/review-board (8 seconds) > https://www.helldog-s.com/contact (18 seconds) > https://www.helldog-s.com/person (6 seconds),122.36.58.32,Lg Powercomm,South Korea,Seoul,Seoul,2878,1680x1050,Chrome,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
76,Sep 2 2020 04:42:12 PM,X09M1J5dKWgpC@0OgUvZggAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/map,17,1,,https://www.helldog-s.com/map (17 seconds),2001:2d8:e61a:1984::9c8:403,SK Telecom,South Korea,Seoul,Jongno-gu,3020,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N971N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36;KAKAOTALK 2108950"
75,Sep 2 2020 04:41:29 PM,X09MqPsYC1AR2hAxhXbTPgAAAAE,no,1,,https://l.instagram.com,,https://www.helldog-s.com/model-and-actor,13,1,,https://www.helldog-s.com/model-and-actor (13 seconds),39.7.230.34,Korea Telecom,South Korea,Seoul,Seoul,2878,1024x1366,Safari,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15"
74,Sep 2 2020 04:23:46 PM,X09IgWJFfLuHOsPLD0OTpQAAAAA,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=+신촌+의류촬영스튜디오&oquery=의류촬영스튜디오&tqi=U094Nlp0YidssbLWTOdssssstfC-430807,신촌 의류촬영스튜디오,https://www.helldog-s.com,130,1,,https://www.helldog-s.com (130 seconds),222.110.171.19,Korea Telecom,South Korea,Seoul,Seoul,2878,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
73,Sep 2 2020 03:54:06 PM,X09BjdiO3r2WOn8jvjGktQAAAAI,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=ceo프로필사진잘찍는곳&oquery=프로필사진잘찍는곳&tqi=U09sClprvOsssmkdDowssssstAC-067714,ceo프로필사진잘찍는곳,https://www.helldog-s.com/ceo,13,1,,https://www.helldog-s.com/ceo (13 seconds),183.102.238.195,Korea Telecom,South Korea,Incheon,Incheon,21539,1920x1080,Edge,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36 Edg/85.0.564.41"
72,Sep 2 2020 03:36:22 PM,X089ZafTPD5AvJk19fmnmgAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,83,11,,https://www.helldog-s.com (14 seconds) > https://www.helldog-s.com/about-studio (6 seconds) > https://www.helldog-s.com/grapher (19 seconds) > https://www.helldog-s.com/dog (8 seconds) > https://www.helldog-s.com/wedding (9 seconds) > https://www.helldog-s.com/first-birthday (2 seconds) > https://www.helldog-s.com/couple (1 seconds) > https://www.helldog-s.com/tour (3 seconds) > https://www.helldog-s.com/kids (8 seconds) > https://www.helldog-s.com/cat (6 seconds) > https://www.helldog-s.com/ceo (9 seconds),211.45.193.101,LG DACOM Corporation,South Korea,,,,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
71,Sep 2 2020 03:29:56 PM,X08749bX3pGpllTnHS2HggAAAAM,no,1,,https://link.inpock.co.kr/helldog_s,,https://www.helldog-s.com,55,7,,https://www.helldog-s.com (6 seconds) > https://www.helldog-s.com/seminude (13 seconds) > https://www.helldog-s.com/kids (8 seconds) > https://www.helldog-s.com/seminude (9 seconds) > https://www.helldog-s.com/location (18 seconds) > https://www.helldog-s.com/seminude (2 seconds) > https://www.helldog-s.com (1 seconds),2001:e60:a721:a789:f1c0:1d2b:b14d:2e20,Korea Telecom,South Korea,North Chungcheong,Cheongju-si,28648,374x872,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-F907N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.125 Mobile Safari/537.36 Instagram 156.0.0.26.109 Android (29/10; 360dpi; 840x1852; samsung; SM-F907N; winner; qcom; ko"
70,Sep 2 2020 03:21:39 PM,X0858mWTJE@SD2y0X-kmcQAAAAA,no,1,,https://search.naver.com/search.naver?sm=tab_sug.top&where=nexearch&query=여자+바디프로필+스튜디오&oquery=현대아울렛+가산점&tqi=U08HllprvTVss6QIKMRssssstBd-493039&acq=여자+바디프로필+스튜&acr=1&qdt=0,여자 바디프로필 스튜디오,https://www.helldog-s.com/body,8,1,,https://www.helldog-s.com/body (8 seconds),112.221.79.75,LG DACOM Corporation,South Korea,Seoul,Seoul,2878,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
69,Sep 2 2020 03:13:14 PM,X083@eoCtFA7dLDy4S5YuwAAAAE,no,1,,https://www.google.com,,https://www.helldog-s.com,74,2,,https://www.helldog-s.com (10 seconds) > https://www.helldog-s.com/about-studio (64 seconds),118.37.227.195,Korea Telecom,South Korea,Incheon,Incheon,21539,393x851,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; Redmi Note 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36"
68,Sep 2 2020 02:23:53 PM,X08saObFQAebts0kPWc47QAAAAE,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=어린이프로필&referenceId=U08VnsprvAdsskmgz7sssssss5s-111193,어린이프로필,https://www.helldog-s.com/kids,32,1,,https://www.helldog-s.com/kids (32 seconds),175.223.37.195,Korea Telecom,South Korea,Seoul,Seoul,2878,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G965N/KSU1CSE3) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
67,Sep 2 2020 02:01:36 PM,X08nMNFMYRA@dEPWpW@3wwAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,70,2,,https://www.helldog-s.com (19 seconds) > https://www.helldog-s.com/video-excercise (51 seconds),221.147.84.129,Korea Telecom,South Korea,Seoul,Seoul,2878,1536x864,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
66,Sep 2 2020 12:22:55 PM,X08QDmzNl69bm8z1hg1KjwAAAAA,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=서울+바디프로필+스튜디오&oquery=바디프로필+스튜디오&tqi=U08nIwp0JXossDiC+ENsssssssK-211528,서울 바디프로필 스튜디오,https://www.helldog-s.com/body,96,3,,https://www.helldog-s.com/body (86 seconds) > https://www.helldog-s.com/person (9 seconds) > https://www.helldog-s.com/contact (2 seconds),112.220.137.3,LG DACOM Corporation,South Korea,Daejeon,Daejeon,34943,1680x1050,Edge,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36 Edg/85.0.564.44"
65,Sep 2 2020 10:55:06 AM,X077elS1WHcl7Hks94TesAAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,273,14,,https://www.helldog-s.com (8 seconds) > https://www.helldog-s.com/musician (10 seconds) > https://www.helldog-s.com/seminude (14 seconds) > https://www.helldog-s.com/lookbook (33 seconds) > https://www.helldog-s.com/ceo (18 seconds) > https://www.helldog-s.com/contact (13 seconds) > https://www.helldog-s.com/body (51 seconds) > https://www.helldog-s.com/artwork-dark (8 seconds) > https://www.helldog-s.com/artwork-creative-h-and-m (6 seconds) > https://www.helldog-s.com/good-omen (14 seconds) > https://www.helldog-s.com/about-studio (52 seconds) > https://www.helldog-s.com/product (19 seconds) > https://www.helldog-s.com/contact (6 seconds) > https://www.helldog-s.com/grapher (25 seconds),61.41.55.82,LG DACOM Corporation,South Korea,Seoul,Seoul,2878,1536x864,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
64,Sep 2 2020 10:37:11 AM,X073RkJSuNkScyM0MCd-AwAAAAM,no,1,,https://ad.search.naver.com/search.naver?where=ad&query=누드사진&referenceId=U0J2qlprvxsssKQ5WilssssssXN-051779,누드사진,https://www.helldog-s.com/seminude,49,2,,https://www.helldog-s.com/seminude (6 seconds) > https://www.helldog-s.com/body (44 seconds),113.199.64.56,ABN,South Korea,Gyeonggi-do,Seongnam-si,13332,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
63,Sep 2 2020 09:47:18 AM,X07rlbMRxSCmIMmRa6m8-QAAAAE,no,1,,https://www.linkedin.com,,https://www.helldog-s.com,20,1,,https://www.helldog-s.com (20 seconds),223.62.216.210,SK Telecom,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]"
62,Sep 2 2020 08:17:50 AM,X07Wnl7Gr9ugWj34-UCo5AAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,33,2,,https://www.helldog-s.com (19 seconds) > https://www.helldog-s.com/person (14 seconds),14.37.232.157,Korea Telecom,South Korea,Gyeonggi-do,Siheung-si,14971,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,2; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
61,Sep 2 2020 07:06:35 AM,X07F60YxDDNMBKgyIQtRNQAAAAU,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,33,1,,https://www.helldog-s.com/model-and-actor (33 seconds),183.97.65.96,Korea Telecom,South Korea,Gyeonggi-do,Yangju,11445,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone9,2; iOS 13_5_1; ko-Kore_KR; ko-KR; scale=2.88; 1080x1920; 241452311)"
60,Sep 2 2020 01:38:41 AM,X055EVmPzUxEg3ZdkjRWoAAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,948,16,,https://www.helldog-s.com (9 seconds) > https://www.helldog-s.com/lookbook (98 seconds) > https://www.helldog-s.com/contact (33 seconds) > https://www.helldog-s.com/lesson-photo (392 seconds) > https://www.helldog-s.com/video-sketch (8 seconds) > https://www.helldog-s.com/video-entertainment (61 seconds) > https://www.helldog-s.com/person (61 seconds) > https://www.helldog-s.com/contact (18 seconds) > https://www.helldog-s.com/bj (50 seconds) > https://www.helldog-s.com/wedding (26 seconds) > https://www.helldog-s.com/couple (5 seconds) > https://www.helldog-s.com/tour (2 seconds) > https://www.helldog-s.com/first-birthday (6 seconds) > https://www.helldog-s.com/video-sketch (61 seconds) > https://www.helldog-s.com/video-club (8 seconds) > https://www.helldog-s.com/video-wedding (113 seconds),221.151.62.164,Korea Telecom,South Korea,Seoul,Yangcheon-gu,8070,2560x1440,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
59,Sep 2 2020 12:59:59 AM,X05v-9SA4W@it2eGR4pjpwAAAAI,no,1,,https://link.inpock.co.kr/helldog_s,,https://www.helldog-s.com,33,1,,https://www.helldog-s.com (33 seconds),2001:e60:3036:da57:1c2d:37cf:6e02:d2ef,Korea Telecom,South Korea,Jeollabuk-do,Iksan,54592,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,3; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
58,Sep 2 2020 12:01:28 AM,X05iR9q-U7PQjWGYtukHwwAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/grapher,26,2,,https://www.helldog-s.com/grapher (18 seconds) > https://www.helldog-s.com/contact (8 seconds),2001:2d8:ee86:b096:91:8213:e062:8ad6,SK Telecom,South Korea,Seoul,Mapo-gu,4365,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.0"
57,Sep 1 2020 11:25:35 PM,X05Z31KXlTbCdQCr7nP5pAAAAAE,no,1,,https://www.youtube.com,,https://www.helldog-s.com/body,336,10,,https://www.helldog-s.com/body (86 seconds) > https://www.helldog-s.com/contact (51 seconds) > https://www.helldog-s.com/bj (18 seconds) > https://www.helldog-s.com/musician (32 seconds) > https://www.helldog-s.com/seminude (13 seconds) > https://www.helldog-s.com/person (8 seconds) > https://www.helldog-s.com/body (42 seconds) > https://www.helldog-s.com/person (62 seconds) > https://www.helldog-s.com/model-and-actor (18 seconds) > https://www.helldog-s.com/ceo (8 seconds),2001:2d8:683c:27d7:30f2:aa54:bd66:1719,SK Telecom,South Korea,Gyeonggi-do,Seongnam-si,13332,360x800,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G986N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
56,Sep 1 2020 10:42:26 PM,X05Pwkyu7RuEgORPI6YQvQAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,19,1,,https://www.helldog-s.com/model-and-actor (19 seconds),222.232.101.227,SK Broadband,South Korea,North Chungcheong,Chinch'on,27819,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,6; iOS 13_6; ko-Kore_KR; ko-KR; scale=3.00; 1242x2688; 241452311)"
55,Sep 1 2020 10:08:40 PM,X05H16uXSh2MR0pxEXhwjQAAAAM,no,1,,https://www.google.com,,https://www.helldog-s.com,163,2,,https://www.helldog-s.com (50 seconds) > https://www.helldog-s.com/review-board (113 seconds),14.52.195.226,Korea Telecom,South Korea,Seoul,Gangnam-gu,6333,2560x1440,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
54,Sep 1 2020 10:07:49 PM,X05HpAAOuDn5NuiYqBL9BwAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/after-finish,360,2,,https://www.helldog-s.com/after-finish (287 seconds) > https://www.helldog-s.com/review-board (73 seconds),223.62.172.200,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
53,Sep 1 2020 09:54:19 PM,X05Eei5fZP9VnZkt4KDHgAAAAAI,no,1,,https://l.instagram.com,,https://www.helldog-s.com/body,70,6,,https://www.helldog-s.com/body (26 seconds) > https://www.helldog-s.com/seminude (14 seconds) > https://www.helldog-s.com/model-and-actor (14 seconds) > https://www.helldog-s.com/ceo (8 seconds) > https://www.helldog-s.com/bj (8 seconds) > https://www.helldog-s.com/ceo (2 seconds),58.120.125.188,SK Broadband,South Korea,Seoul,Gangnam-gu,6333,412x883,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N986N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Instagram 156.0.0.26.109 Android (29/10; 420dpi; 1080x2123; samsung; SM-N986N; c2q; qcom; ko_KR"
52,Sep 1 2020 09:45:33 PM,X05CbCGa@ybFYWaJtPmeeAAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/dog,51,2,,https://www.helldog-s.com/dog (43 seconds) > https://www.helldog-s.com/cat (8 seconds),203.81.141.31,ABN,South Korea,Gyeonggi-do,Seongnam-si,13332,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,2; iOS 13_6; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
51,Sep 1 2020 09:31:58 PM,X04-PaYPmWnMG8t-Ccks2wAAAAA,no,1,,https://pcmap.place.naver.com/place/37876856/home?from=map&ts=20200901,,https://www.helldog-s.com,26,4,,https://www.helldog-s.com (5 seconds) > https://www.helldog-s.com/body (18 seconds) > https://www.helldog-s.com/seminude (2 seconds) > https://www.helldog-s.com/body (2 seconds),175.193.46.157,Korea Telecom,South Korea,Seoul,Gwangjin-gu,5111,2560x1440,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
50,Sep 1 2020 09:09:17 PM,X0457H3kEY3lmifJjoRVNgAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/body,26,1,,https://www.helldog-s.com/body (26 seconds),112.163.188.142,Korea Telecom,South Korea,Gyeongsangnam-do,Koch'ang,50124,414x736,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 156.0.0.26.109 (iPhone9,4; iOS 13_6_1; ko-Kore_KR; ko; scale=2.61; 1080x1920; 240132115)"
49,Sep 1 2020 08:57:32 PM,X043K7w2cIOaKQ-dDPPaMwAAAAQ,no,1,,https://l.instagram.com,,https://www.helldog-s.com/model-and-actor,5,1,,https://www.helldog-s.com/model-and-actor (5 seconds),2001:e60:8010:464:285e:250e:97b7:afd3,Korea Telecom,South Korea,Seoul,Seoul,2878,360x800,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G981N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.125 Mobile Safari/537.36 Instagram 156.0.0.26.109 Android (29/10; 480dpi; 1080x2178; samsung; SM-G981N; x1q; qcom; ko_K"
